order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,gross_amount,net_amount,payment_method,channel,marketing_source,delivery_days,returned,review_score,segment,city,category
O00481,C0212,P052,2024-09-11,4,1932.53,0.2,7730.12,6184.1,Mobile Money,Web,Email,4.0,0,4.0,Indépendant,Hinche,Laptop
O00482,C0289,P039,2025-04-22,2,179.66,0.12,359.32,316.2,Virement,Web,Organique,3.0,0,5.0,Étudiant,Paris,Cours
O00483,C0133,P001,2024-10-20,3,1681.08,0.25,5043.24,3782.43,Cash,Web,Réseaux sociaux,12.0,0,4.0,Étudiant,Cap-Haïtien,Laptop
O00484,C0487,P032,2024-11-02,2,756.36,0.12,1512.72,1331.19,Mobile Money,App,Direct,11.0,0,4.0,Entreprise,Abidjan,Laptop
O00485,C0309,P054,2024-04-30,5,1341.69,0.09,6708.45,6104.69,Mobile Money,App,Email,11.0,0,4.0,Étudiant,Paris,Laptop
O00486,C0220,P002,2024-06-30,4,1058.14,0.09,4232.56,3851.63,Carte,Web,Organique,11.0,0,,Étudiant,Port-au-Prince,Laptop
O00487,C0243,P048,2025-06-13,3,74.61,0.06,223.83,210.4,Virement,Boutique,Réseaux sociaux,3.0,0,5.0,Professionnel,Santo Domingo,Cours
O00488,C0233,P051,2025-08-25,3,51.59,0.08,154.77,142.39,Virement,App,Référencement payant,12.0,0,4.0,Professionnel,Gonaïves,Accessoire
O00489,C0056,P005,2025-07-15,3,1123.49,0.14,3370.47,2898.6,Carte,Web,Organique,3.0,0,5.0,Professionnel,Cap-Haïtien,Laptop
O00490,C0304,P014,2024-08-08,4,120.86,0.07,483.44,449.6,Carte,Web,Direct,2.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00491,C0393,P044,2024-04-07,2,238.63,0.0,477.26,477.26,Mobile Money,Web,Réseaux sociaux,2.0,0,4.0,Professionnel,Port-au-Prince,Logiciel
O00492,C0211,P055,2024-04-24,5,1771.15,0.05,8855.75,8412.96,Carte,Boutique,Organique,6.0,0,5.0,Professionnel,Port-au-Prince,Laptop
O00493,C0213,P047,2024-10-08,2,122.9,0.15,245.8,208.93,Virement,App,Email,3.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00494,C0456,P032,2025-01-05,1,756.36,0.08,756.36,695.85,Carte,App,Référencement payant,,0,5.0,Entreprise,Cap-Haïtien,Laptop
O00495,C0306,P037,2025-09-30,4,120.19,0.19,480.76,389.42,Cash,App,Réseaux sociaux,3.0,0,5.0,Indépendant,Montréal,Cours
O00496,C0149,P032,2025-10-04,4,756.36,0.09,3025.44,2753.15,Cash,Web,Direct,7.0,0,5.0,Indépendant,Abidjan,Laptop
O00497,C0002,P035,2024-01-02,2,52.24,0.04,104.48,100.3,Virement,Boutique,Direct,0.0,0,4.0,Professionnel,Gonaïves,Livre
O00498,C0412,P047,2025-05-20,4,122.9,0.0,491.6,491.6,Mobile Money,Boutique,Organique,1.0,0,4.0,Indépendant,Santo Domingo,Cours
O00499,C0314,P003,2024-08-01,4,40.16,0.03,160.64,155.82,Carte,App,Organique,0.0,0,4.0,Professionnel,Hinche,Livre
O00500,C0314,P013,2024-05-21,4,61.14,0.15,244.56,207.88,Virement,Web,Réseaux sociaux,7.0,0,5.0,Professionnel,Hinche,Livre
O00501,C0142,P004,2025-01-31,5,91.27,0.05,456.35,433.53,Mobile Money,Web,Email,3.0,0,5.0,Indépendant,Paris,Accessoire
O00502,C0094,P048,2024-01-25,5,74.61,0.21,373.05,294.71,Cash,Web,Email,,1,4.0,Professionnel,Les Cayes,Cours
O00503,C0248,P044,2024-08-26,3,238.63,0.15,715.89,608.51,Carte,Web,Organique,1.0,0,5.0,Professionnel,Port-au-Prince,Logiciel
O00504,C0379,P004,2025-01-29,2,91.27,0.14,182.54,156.98,Carte,App,Direct,10.0,0,5.0,Étudiant,Montréal,Accessoire
O00505,C0149,P007,2024-07-13,1,308.43,0.01,308.43,305.35,Cash,App,Réseaux sociaux,0.0,0,4.0,Indépendant,Abidjan,Logiciel
O00506,C0264,P016,2025-02-28,3,1572.54,0.14,4717.62,4057.15,Virement,Boutique,Partenariat,5.0,0,5.0,Étudiant,Port-au-Prince,Laptop
O00507,C0499,P015,2024-11-24,4,215.62,0.09,862.48,784.86,Carte,Web,Partenariat,2.0,0,5.0,Indépendant,Paris,Cloud
O00508,C0110,P032,2025-07-25,4,756.36,0.04,3025.44,2904.42,Mobile Money,Web,Organique,4.0,1,5.0,Professionnel,Gonaïves,Laptop
O00509,C0116,P030,2024-05-09,1,408.53,0.17,408.53,339.08,Carte,Web,Organique,5.0,0,4.0,Étudiant,Santo Domingo,Cloud
O00510,C0118,P022,2024-02-10,4,50.57,0.07,202.28,188.12,Mobile Money,Boutique,Organique,3.0,0,5.0,Indépendant,Dakar,Livre
O00511,C0457,P010,2025-01-13,4,28.28,0.25,113.12,84.84,Carte,App,Direct,0.0,0,,Étudiant,Paris,Livre
O00512,C0265,P039,2024-07-02,4,179.66,0.11,718.64,639.59,Carte,Web,Réseaux sociaux,3.0,0,4.0,Entreprise,Les Cayes,Cours
O00513,C0459,P048,2025-05-20,3,74.61,0.09,223.83,203.69,Carte,App,Partenariat,,0,4.0,Professionnel,Gonaïves,Cours
O00514,C0474,P039,2024-03-07,1,179.66,0.03,179.66,174.27,Carte,App,Réseaux sociaux,7.0,0,,Professionnel,Santo Domingo,Cours
O00515,C0211,P049,2025-02-15,3,308.72,0.16,926.16,777.97,Mobile Money,Web,Réseaux sociaux,0.0,0,4.0,Professionnel,Port-au-Prince,Logiciel
O00516,C0028,P055,2025-12-08,4,1771.15,0.1,7084.6,6376.14,Carte,Web,Direct,3.0,0,4.0,Professionnel,Santo Domingo,Laptop
O00517,C0153,P051,2024-03-07,3,51.59,0.0,154.77,154.77,Mobile Money,Web,Réseaux sociaux,2.0,0,5.0,Professionnel,Gonaïves,Accessoire
O00518,C0272,P040,2024-08-03,3,141.14,0.0,423.42,423.42,Mobile Money,Web,Référencement payant,3.0,0,4.0,Professionnel,Cap-Haïtien,Cloud
O00519,C0191,P003,2025-08-26,3,40.16,0.14,120.48,103.61,Mobile Money,App,Réseaux sociaux,3.0,1,5.0,Professionnel,Saint-Marc,Livre
O00520,C0002,P021,2025-01-16,3,151.84,0.14,455.52,391.75,Mobile Money,Web,Organique,3.0,0,5.0,Professionnel,Gonaïves,Cours
O00521,C0495,P026,2024-05-05,2,95.37,0.11,190.74,169.76,Carte,App,Organique,5.0,0,5.0,Étudiant,Port-au-Prince,Accessoire
O00522,C0152,P043,2024-06-01,4,119.53,0.12,478.12,420.75,Carte,App,Organique,2.0,0,5.0,Professionnel,,Cours
O00523,C0310,P051,2025-06-30,2,51.59,0.05,103.18,98.02,Virement,Web,Référencement payant,12.0,0,4.0,Professionnel,Paris,Accessoire
O00524,C0474,P039,2025-09-07,3,179.66,0.23,538.98,415.01,Virement,Boutique,Réseaux sociaux,4.0,0,4.0,Professionnel,Santo Domingo,Cours
O00525,C0273,P022,2024-09-14,3,50.57,0.23,151.71,116.82,Cash,Web,Réseaux sociaux,6.0,0,4.0,Indépendant,Port-au-Prince,Livre
O00526,C0348,P048,2024-12-04,4,74.61,0.17,298.44,247.71,Cash,App,Organique,2.0,0,5.0,Étudiant,Kinshasa,Cours
O00527,C0018,P042,2025-07-13,5,68.31,0.15,341.55,290.32,Mobile Money,Web,Email,3.0,0,5.0,Indépendant,Les Cayes,Cloud
O00528,C0349,P048,2024-05-06,4,74.61,0.05,298.44,283.52,Virement,App,Partenariat,6.0,0,5.0,Étudiant,Port-au-Prince,Cours
O00529,C0424,P036,2024-05-27,1,130.05,0.1,130.05,117.05,Mobile Money,Web,Email,4.0,0,4.0,Professionnel,Mirebalais,Accessoire
O00530,C0460,P039,2025-07-07,4,179.66,0.09,718.64,653.96,Mobile Money,Web,Direct,0.0,0,4.0,Étudiant,Abidjan,Cours
O00531,C0042,P021,2024-05-13,2,151.84,0.17,303.68,252.05,Cash,Web,Organique,3.0,0,5.0,Entreprise,Saint-Marc,Cours
O00532,C0115,P024,2025-07-05,1,133.87,0.07,133.87,124.5,Mobile Money,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00533,C0024,P017,2024-12-21,1,108.73,0.1,108.73,97.86,Carte,App,Réseaux sociaux,0.0,0,5.0,Indépendant,Cap-Haïtien,Logiciel
O00534,C0459,P016,2025-12-08,5,1572.54,0.17,7862.7,6526.04,Carte,App,Organique,9.0,0,5.0,Professionnel,Gonaïves,Laptop
O00535,C0138,P040,2024-01-24,3,141.14,0.19,423.42,342.97,Carte,Web,Référencement payant,0.0,0,5.0,Entreprise,Paris,Cloud
O00536,C0266,P024,2025-11-07,2,133.87,0.13,267.74,232.93,Carte,App,Référencement payant,1.0,0,4.0,Indépendant,Montréal,Cours
O00537,C0238,P009,2024-06-10,1,157.91,0.02,157.91,154.75,Virement,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00538,C0345,P003,2024-01-26,4,40.16,0.08,160.64,147.79,Mobile Money,Web,Direct,3.0,0,5.0,Indépendant,,Livre
O00539,C0448,P052,2025-06-01,4,1932.53,0.07,7730.12,7189.01,Carte,Web,Organique,3.0,0,4.0,Indépendant,Fort-Liberté,Laptop
O00540,C0162,P027,2025-01-15,2,1016.89,0.22,2033.78,1586.35,Mobile Money,Web,Référencement payant,12.0,0,3.0,Entreprise,Port-au-Prince,Laptop
O00541,C0396,P035,2025-08-21,1,52.24,0.07,52.24,48.58,Carte,App,Réseaux sociaux,6.0,0,5.0,Indépendant,Paris,Livre
O00542,C0146,P055,2024-03-18,2,1771.15,0.02,3542.3,3471.45,Mobile Money,Web,Email,12.0,0,5.0,Professionnel,Saint-Marc,Laptop
O00543,C0099,P007,2024-02-27,4,308.43,0.15,1233.72,1048.66,Carte,Web,Organique,0.0,0,4.0,Indépendant,Cap-Haïtien,Logiciel
O00544,C0054,P057,2025-02-09,1,55.74,0.15,55.74,47.38,Mobile Money,Boutique,Direct,0.0,0,3.0,Entreprise,Cap-Haïtien,Cours
O00545,C0187,P043,2025-09-22,2,119.53,0.17,239.06,198.42,Mobile Money,App,Direct,0.0,0,4.0,Étudiant,Gonaïves,Cours
O00546,C0281,P039,2024-10-17,1,179.66,0.25,179.66,134.74,Mobile Money,Web,Réseaux sociaux,3.0,0,5.0,Étudiant,Gonaïves,Cours
O00547,C0391,P026,2025-07-24,3,95.37,0.05,286.11,271.8,Mobile Money,Boutique,Réseaux sociaux,12.0,0,4.0,Étudiant,Jérémie,Accessoire
O00548,C0425,P043,2025-10-09,1,119.53,0.23,119.53,92.04,Carte,Web,Email,3.0,0,4.0,Entreprise,Jacmel,Cours
O00549,C0264,P013,2025-09-13,1,61.14,0.21,61.14,48.3,Mobile Money,App,Email,0.0,0,5.0,Étudiant,Port-au-Prince,Livre
O00550,C0205,P019,2024-12-29,1,121.48,0.04,121.48,116.62,Carte,Web,Email,2.0,0,4.0,Étudiant,Jacmel,Cours
O00551,C0088,P058,2025-05-14,4,222.36,0.17,889.44,738.24,Mobile Money,Web,Email,3.0,0,4.0,Étudiant,Santo Domingo,Cloud
O00552,C0458,P017,2025-01-10,3,108.73,0.19,326.19,264.21,Mobile Money,Boutique,Partenariat,5.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O00553,C0199,P044,2025-04-27,5,238.63,0.04,1193.15,1145.42,Mobile Money,Web,Email,1.0,0,5.0,Professionnel,Port-au-Prince,Logiciel
O00554,C0383,P056,2025-02-09,2,144.68,0.02,289.36,283.57,Virement,App,Organique,5.0,0,4.0,Entreprise,Port-au-Prince,Logiciel
O00555,C0313,P036,2025-01-10,2,130.05,0.1,260.1,234.09,Carte,Web,Direct,3.0,0,5.0,Étudiant,Port-au-Prince,Accessoire
O00556,C0466,P018,2024-11-08,2,52.97,0.23,105.94,81.57,Virement,Web,Organique,3.0,0,4.0,Étudiant,Paris,Cours
O00557,C0487,P051,2025-04-11,5,51.59,0.05,257.95,245.05,Carte,Boutique,Organique,3.0,0,4.0,Entreprise,Abidjan,Accessoire
O00558,C0354,P050,2025-06-21,3,24.97,0.03,74.91,72.66,Mobile Money,Web,Direct,3.0,0,5.0,Professionnel,,Livre
O00559,C0331,P033,2025-10-19,2,119.22,0.18,238.44,195.52,Virement,App,Organique,12.0,0,,Étudiant,Port-au-Prince,Accessoire
O00560,C0069,P007,2025-03-14,4,308.43,0.06,1233.72,1159.7,Mobile Money,App,Organique,2.0,0,4.0,Entreprise,Cap-Haïtien,Logiciel
O00561,C0009,P027,2024-03-12,3,1016.89,0.18,3050.67,2501.55,Virement,Web,Email,6.0,0,4.0,Professionnel,Saint-Marc,Laptop
O00562,C0274,P026,2025-02-24,1,95.37,0.06,95.37,89.65,Virement,Web,Partenariat,8.0,0,4.0,Indépendant,Les Cayes,Accessoire
O00563,C0353,P012,2024-08-13,4,74.3,0.09,297.2,270.45,Carte,Web,Organique,0.0,1,5.0,Étudiant,Port-au-Prince,Livre
O00564,C0374,P025,2024-01-20,1,95.45,0.24,95.45,72.54,Cash,Web,Réseaux sociaux,1.0,0,4.0,Étudiant,Port-au-Prince,Cours
O00565,C0126,P010,2024-02-21,1,28.28,0.1,28.28,25.45,Cash,Web,Organique,1.0,0,4.0,Professionnel,Jacmel,Livre
O00566,C0252,P042,2025-02-26,4,68.31,0.13,273.24,237.72,Mobile Money,Web,Réseaux sociaux,2.0,0,4.0,Étudiant,Paris,Cloud
O00567,C0432,P026,2025-11-06,3,95.37,0.15,286.11,243.19,Carte,App,Réseaux sociaux,4.0,0,5.0,Indépendant,Cap-Haïtien,Accessoire
O00568,C0048,P044,2024-12-27,2,238.63,0.11,477.26,424.76,Carte,Web,Organique,1.0,0,3.0,Professionnel,,Logiciel
O00569,C0192,P028,2024-11-14,1,26.12,0.18,26.12,21.42,Virement,App,Direct,12.0,1,4.0,Professionnel,Port-au-Prince,Accessoire
O00570,C0473,P043,2024-03-04,3,119.53,0.14,358.59,308.39,Cash,Web,Email,0.0,0,5.0,Étudiant,Abidjan,Cours
O00571,C0100,P044,2025-04-27,4,238.63,0.13,954.52,830.43,Virement,Web,Partenariat,0.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O00572,C0159,P010,2024-02-09,2,28.28,0.14,56.56,48.64,Carte,Web,Direct,1.0,0,,Professionnel,Les Cayes,Livre
O00573,C0234,P027,2025-08-24,3,1016.89,0.03,3050.67,2959.15,Carte,Web,Direct,13.0,1,4.0,Étudiant,Paris,Laptop
O00574,C0345,P045,2025-08-06,2,349.73,0.12,699.46,615.52,Mobile Money,App,Référencement payant,1.0,0,4.0,Indépendant,,Cloud
O00575,C0128,P036,2025-12-09,5,130.05,0.13,650.25,565.72,Carte,Web,Réseaux sociaux,3.0,0,5.0,Étudiant,Saint-Marc,Accessoire
O00576,C0397,P014,2024-07-22,4,120.86,0.05,483.44,459.27,Carte,App,Partenariat,2.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00577,C0118,P050,2024-04-25,2,24.97,0.16,49.94,41.95,Carte,App,Email,2.0,0,,Indépendant,Dakar,Livre
O00578,C0185,P012,2024-08-02,3,74.3,0.05,222.9,211.76,Carte,Web,Organique,6.0,0,5.0,Indépendant,Port-au-Prince,Livre
O00579,C0287,P060,2025-07-25,5,813.91,0.04,4069.55,3906.77,Carte,App,Réseaux sociaux,15.0,1,4.0,Professionnel,Les Cayes,Laptop
O00580,C0007,P043,2024-06-05,2,119.53,0.16,239.06,200.81,Mobile Money,Boutique,Réseaux sociaux,0.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00581,C0384,P020,2025-09-26,1,1817.26,0.15,1817.26,1544.67,Carte,Web,Réseaux sociaux,13.0,0,4.0,Professionnel,Abidjan,Laptop
O00582,C0335,P012,2024-04-20,2,74.3,0.07,148.6,138.2,Mobile Money,Boutique,Référencement payant,0.0,0,5.0,Entreprise,Port-au-Prince,Livre
O00583,C0418,P055,2024-02-04,4,1771.15,0.07,7084.6,6588.68,Mobile Money,Web,Réseaux sociaux,5.0,0,5.0,Étudiant,Saint-Marc,Laptop
O00584,C0138,P032,2024-06-05,5,756.36,0.16,3781.8,3176.71,Cash,App,Organique,14.0,0,5.0,Entreprise,Paris,Laptop
O00585,C0199,P049,2025-06-23,2,308.72,0.08,617.44,568.04,Mobile Money,Web,Organique,2.0,0,4.0,Professionnel,Port-au-Prince,Logiciel
O00586,C0450,P050,2025-03-06,1,24.97,0.12,24.97,21.97,Mobile Money,App,Partenariat,3.0,0,5.0,Professionnel,Port-au-Prince,Livre
O00587,C0034,P005,2024-09-10,1,1123.49,0.16,1123.49,943.73,Mobile Money,App,Réseaux sociaux,3.0,0,4.0,Professionnel,Paris,Laptop
O00588,C0246,P042,2025-04-14,3,68.31,0.11,204.93,182.39,Mobile Money,Boutique,Réseaux sociaux,7.0,0,5.0,Étudiant,Port-au-Prince,Cloud
O00589,C0242,P021,2025-04-08,1,151.84,0.17,151.84,126.03,Mobile Money,Boutique,Référencement payant,3.0,0,5.0,Étudiant,Jérémie,Cours
O00590,C0224,P055,2025-01-31,1,1771.15,0.24,1771.15,1346.07,Mobile Money,Web,Partenariat,15.0,0,4.0,Professionnel,Gonaïves,Laptop
O00591,C0217,P014,2025-01-02,4,120.86,0.18,483.44,396.42,Mobile Money,App,Réseaux sociaux,3.0,0,4.0,Professionnel,Les Cayes,Cours
O00592,C0374,P003,2024-03-13,5,40.16,0.17,200.8,166.66,Mobile Money,Web,Email,0.0,0,5.0,Étudiant,Port-au-Prince,Livre
O00593,C0099,P040,2024-07-04,2,141.14,0.09,282.28,256.87,Carte,Web,Organique,2.0,0,4.0,Indépendant,Cap-Haïtien,Cloud
O00594,C0446,P034,2025-01-12,3,294.16,0.1,882.48,794.23,Carte,Web,Direct,3.0,0,5.0,Étudiant,Cap-Haïtien,Logiciel
O00595,C0449,P034,2024-04-06,3,294.16,0.05,882.48,838.36,Carte,Boutique,Email,1.0,0,4.0,Étudiant,Paris,Logiciel
O00596,C0090,P016,2024-12-06,4,1572.54,0.11,6290.16,5598.24,Mobile Money,App,Référencement payant,21.0,0,4.0,Professionnel,Fort-Liberté,Laptop
O00597,C0488,P030,2024-03-24,5,408.53,0.03,2042.65,1981.37,Mobile Money,Web,Organique,2.0,0,4.0,Étudiant,Dakar,Cloud
O00598,C0132,P058,2025-07-16,5,222.36,0.11,1111.8,989.5,Mobile Money,Boutique,Email,2.0,0,5.0,Indépendant,Abidjan,Cloud
O00599,C0026,P046,2024-03-14,2,125.59,0.07,251.18,233.6,Carte,App,Réseaux sociaux,7.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00600,C0200,P060,2024-03-07,5,813.91,0.1,4069.55,3662.6,Carte,Web,Réseaux sociaux,10.0,0,4.0,Étudiant,Dakar,Laptop
O00601,C0398,P020,2025-04-01,1,1817.26,0.0,1817.26,1817.26,Carte,Web,Référencement payant,5.0,0,5.0,Étudiant,Port-au-Prince,Laptop
O00602,C0423,P053,2024-06-06,5,325.9,0.15,1629.5,1385.08,Mobile Money,App,Référencement payant,1.0,0,4.0,Étudiant,Santo Domingo,Cloud
O00603,C0323,P023,2024-09-08,1,132.18,0.25,132.18,99.14,Carte,App,Réseaux sociaux,3.0,0,4.0,Étudiant,Gonaïves,Logiciel
O00604,C0406,P057,2024-08-12,1,55.74,0.03,55.74,54.07,Carte,Web,Partenariat,1.0,0,5.0,Professionnel,Santo Domingo,Cours
O00605,C0131,P052,2024-06-03,1,1932.53,0.08,1932.53,1777.93,Carte,Web,Organique,9.0,1,5.0,Étudiant,Port-au-Prince,Laptop
O00606,C0440,P010,2025-06-28,1,28.28,0.09,28.28,25.73,Mobile Money,Web,Email,2.0,0,5.0,Indépendant,Montréal,Livre
O00607,C0318,P059,2025-05-09,3,108.25,0.11,324.75,289.03,Carte,Web,Organique,3.0,0,4.0,Entreprise,Cap-Haïtien,Cours
O00608,C0067,P037,2024-06-19,4,120.19,0.09,480.76,437.49,Mobile Money,Web,Organique,1.0,0,4.0,Professionnel,Hinche,Cours
O00609,C0065,P047,2025-05-06,4,122.9,0.01,491.6,486.68,Mobile Money,Web,Partenariat,3.0,0,4.0,Étudiant,Paris,Cours
O00610,C0134,P035,2025-05-25,1,52.24,0.16,52.24,43.88,Cash,Web,Organique,2.0,0,4.0,Professionnel,Port-au-Prince,Livre
O00611,C0035,P014,2025-01-20,2,120.86,0.06,241.72,227.22,Mobile Money,App,Direct,0.0,0,4.0,Professionnel,Dakar,Cours
O00612,C0142,P060,2025-02-17,1,813.91,0.01,813.91,805.77,Carte,Web,Réseaux sociaux,7.0,0,4.0,Indépendant,Paris,Laptop
O00613,C0497,P007,2025-10-30,1,308.43,0.18,308.43,252.91,Carte,Web,Référencement payant,1.0,0,4.0,Professionnel,Port-au-Prince,Logiciel
O00614,C0121,P049,2024-11-20,4,308.72,0.08,1234.88,1136.09,Mobile Money,Web,Organique,1.0,0,4.0,Entreprise,Paris,Logiciel
O00615,C0319,P013,2024-10-02,4,61.14,0.27,244.56,178.53,Carte,Boutique,Email,2.0,0,5.0,Professionnel,Port-au-Prince,Livre
O00616,C0489,P048,2025-01-20,2,74.61,0.15,149.22,126.84,Cash,Web,Direct,2.0,0,5.0,Professionnel,Dakar,Cours
O00617,C0127,P026,2025-08-20,2,95.37,0.07,190.74,177.39,Mobile Money,Web,Email,4.0,0,4.0,Étudiant,Dakar,Accessoire
O00618,C0349,P015,2025-05-22,5,215.62,0.1,1078.1,970.29,Carte,Web,Réseaux sociaux,0.0,0,,Étudiant,Port-au-Prince,Cloud
O00619,C0226,P015,2024-02-23,3,215.62,0.01,646.86,640.39,Carte,App,Référencement payant,3.0,0,4.0,Étudiant,Paris,Cloud
O00620,C0143,P020,2024-11-24,2,1817.26,0.08,3634.52,3343.76,Virement,Web,Référencement payant,2.0,0,4.0,Professionnel,Abidjan,Laptop
O00621,C0476,P055,2025-06-12,5,1771.15,0.18,8855.75,7261.72,Cash,Web,Organique,13.0,0,4.0,Étudiant,Santo Domingo,Laptop
O00622,C0329,P047,2024-06-09,1,122.9,0.12,122.9,108.15,Virement,App,Email,2.0,0,5.0,Étudiant,Port-au-Prince,Cours
O00623,C0220,P041,2025-12-07,2,46.48,0.08,92.96,85.52,Carte,App,Email,2.0,0,5.0,Étudiant,Port-au-Prince,Livre
O00624,C0407,P038,2025-07-31,4,98.38,0.04,393.52,377.78,Mobile Money,Web,Référencement payant,0.0,0,4.0,Indépendant,Les Cayes,Cours
O00625,C0451,P026,2025-08-28,3,95.37,0.13,286.11,248.92,Carte,Web,Réseaux sociaux,4.0,1,5.0,Professionnel,Port-au-Prince,Accessoire
O00626,C0391,P055,2024-02-28,1,1771.15,0.05,1771.15,1682.59,Carte,Boutique,Réseaux sociaux,13.0,0,3.0,Étudiant,Jérémie,Laptop
O00627,C0435,P017,2025-02-18,5,108.73,0.03,543.65,527.34,Mobile Money,Boutique,Direct,3.0,0,5.0,Professionnel,Kinshasa,Logiciel
O00628,C0162,P057,2025-01-12,2,55.74,0.03,111.48,108.14,Cash,App,Email,2.0,0,3.0,Entreprise,Port-au-Prince,Cours
O00629,C0173,P023,2025-03-24,4,132.18,0.13,528.72,459.99,Mobile Money,App,Réseaux sociaux,0.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O00630,C0117,P021,2025-08-30,2,151.84,0.12,303.68,267.24,Mobile Money,App,Direct,0.0,0,4.0,Étudiant,Cap-Haïtien,Cours
O00631,C0349,P029,2024-09-09,4,26.81,0.08,107.24,98.66,Carte,Boutique,Organique,6.0,0,3.0,Étudiant,Port-au-Prince,Livre
O00632,C0402,P045,2025-01-16,5,349.73,0.15,1748.65,1486.35,Carte,Web,Réseaux sociaux,2.0,0,5.0,Professionnel,Montréal,Cloud
O00633,C0331,P043,2025-04-30,4,119.53,0.11,478.12,425.53,Carte,Boutique,Référencement payant,0.0,0,5.0,Étudiant,Port-au-Prince,Cours
O00634,C0300,P047,2025-06-22,5,122.9,0.1,614.5,553.05,Virement,App,Référencement payant,,0,5.0,Indépendant,Gonaïves,Cours
O00635,C0386,P006,2025-07-04,3,75.23,0.12,225.69,198.61,Carte,App,Direct,8.0,0,5.0,Étudiant,Port-au-Prince,Accessoire
O00636,C0091,P010,2024-08-28,1,28.28,0.03,28.28,27.43,Mobile Money,Web,Email,2.0,0,5.0,Indépendant,Cap-Haïtien,Livre
O00637,C0183,P051,2025-12-14,3,51.59,0.13,154.77,134.65,Carte,Web,Réseaux sociaux,5.0,0,5.0,Indépendant,Abidjan,Accessoire
O00638,C0354,P059,2024-01-07,3,108.25,0.11,324.75,289.03,Mobile Money,App,Réseaux sociaux,3.0,0,5.0,Professionnel,,Cours
O00639,C0027,P008,2024-12-18,4,68.48,0.11,273.92,243.79,Carte,App,Organique,2.0,0,5.0,Étudiant,Port-au-Prince,Logiciel
O00640,C0456,P055,2025-03-11,2,1771.15,0.04,3542.3,3400.61,Carte,Web,Direct,4.0,0,4.0,Entreprise,Cap-Haïtien,Laptop
O00641,C0086,P016,2024-02-13,4,1572.54,0.12,6290.16,5535.34,Mobile Money,App,Organique,10.0,0,5.0,Étudiant,Jacmel,Laptop
O00642,C0394,P059,2024-11-18,3,108.25,0.1,324.75,292.28,Mobile Money,Web,Email,0.0,0,4.0,Indépendant,Dakar,Cours
O00643,C0309,P060,2025-03-02,4,813.91,0.01,3255.64,3223.08,Cash,Web,Réseaux sociaux,12.0,0,4.0,Étudiant,Paris,Laptop
O00644,C0424,P039,2025-03-10,3,179.66,0.05,538.98,512.03,Carte,App,Organique,,0,5.0,Professionnel,Mirebalais,Cours
O00645,C0388,P012,2024-03-26,2,74.3,0.16,148.6,124.82,Mobile Money,App,Organique,1.0,0,3.0,Professionnel,Gonaïves,Livre
O00646,C0258,P048,2024-07-17,2,74.61,0.07,149.22,138.77,Virement,Web,Email,0.0,0,5.0,Professionnel,Port-au-Prince,Cours
O00647,C0379,P007,2024-06-24,5,308.43,0.16,1542.15,1295.41,Carte,Web,Organique,3.0,0,4.0,Étudiant,Montréal,Logiciel
O00648,C0174,P021,2025-04-02,1,151.84,0.09,151.84,138.17,Virement,Web,Direct,2.0,0,4.0,Indépendant,Port-au-Prince,Cours
O00649,C0292,P039,2024-08-23,2,179.66,0.09,359.32,326.98,Cash,App,Direct,2.0,0,4.0,Professionnel,Paris,Cours
O00650,C0458,P005,2025-02-12,3,1123.49,0.0,3370.47,3370.47,Virement,Boutique,Organique,11.0,0,4.0,Étudiant,Port-au-Prince,Laptop
O00651,C0043,P024,2025-06-06,1,133.87,0.11,133.87,119.14,Mobile Money,App,Partenariat,2.0,0,5.0,Étudiant,Port-au-Prince,Cours
O00652,C0178,P048,2025-07-24,5,74.61,0.02,373.05,365.59,Mobile Money,App,Réseaux sociaux,3.0,0,5.0,Étudiant,Jérémie,Cours
O00653,C0009,P006,2024-05-11,2,75.23,0.09,150.46,136.92,Mobile Money,Web,Organique,11.0,0,5.0,Professionnel,Saint-Marc,Accessoire
O00654,C0268,P023,2025-10-08,2,132.18,0.15,264.36,224.71,Mobile Money,Web,Réseaux sociaux,1.0,0,3.0,Professionnel,Paris,Logiciel
O00655,C0392,P001,2024-04-28,2,1681.08,0.07,3362.16,3126.81,Cash,App,Partenariat,13.0,0,5.0,Professionnel,Montréal,Laptop
O00656,C0020,P040,2024-01-16,1,141.14,0.22,141.14,110.09,Carte,Web,Email,3.0,0,4.0,Entreprise,Les Cayes,Cloud
O00657,C0275,P005,2024-02-02,4,1123.49,0.0,4493.96,4493.96,Mobile Money,Web,Organique,14.0,0,5.0,Étudiant,Gonaïves,Laptop
O00658,C0208,P017,2024-05-23,3,108.73,0.05,326.19,309.88,Mobile Money,Web,Référencement payant,0.0,0,5.0,Entreprise,Les Cayes,Logiciel
