order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,gross_amount,net_amount,payment_method,channel,marketing_source,delivery_days,returned,review_score,segment,city,category,net_calc,amount_diff
O00417,C0342,P007,2025-11-09,4,308.43,0.1,1233.72,1110.35,Mobile Money,Boutique,Organique,6.0,0,4.0,Étudiant,Unknown,Logiciel,1110.348,0.0019999999999527063
O00418,C0429,P042,2024-10-04,5,68.31,0.23,341.55,262.99,Carte,App,Référencement payant,1.0,0,5.0,Professionnel,Santo Domingo,Cloud,262.99350000000004,-0.003500000000030923
O00419,C0467,P002,2024-09-29,5,1058.14,0.14,5290.7,4550.0,Mobile Money,Web,Organique,11.0,0,4.0,Étudiant,Port-au-Prince,Laptop,4550.0019999999995,-0.001999999999497959
O00420,C0300,P047,2024-02-13,2,122.9,0.11,245.8,218.76,Mobile Money,Web,Organique,2.0,0,5.0,Indépendant,Gonaïves,Cours,218.762,-0.0020000000000095497
O00421,C0289,P002,2025-09-18,4,1058.14,0.11,4232.56,3766.98,Mobile Money,Web,Réseaux sociaux,4.0,0,4.0,Étudiant,Paris,Laptop,3766.9784000000004,0.0015999999995983671
O00422,C0209,P059,2024-06-17,5,108.25,0.17,541.25,449.24,Carte,App,Référencement payant,1.0,0,4.0,Étudiant,Les Cayes,Cours,449.23749999999995,0.0025000000000545697
O00423,C0284,P011,2025-12-06,2,41.85,0.15,83.7,71.14,Cash,Web,Référencement payant,3.0,0,4.0,Étudiant,Port-au-Prince,Cours,71.145,-0.0049999999999954525
O00424,C0338,P025,2024-12-20,5,95.45,0.03,477.25,462.93,Carte,Web,Email,2.0,0,4.0,Étudiant,Gonaïves,Cours,462.9325,-0.0024999999999977263
O00425,C0324,P042,2025-09-17,4,68.31,0.09,273.24,248.65,Mobile Money,App,Organique,0.0,0,4.0,Indépendant,Paris,Cloud,248.6484,0.001599999999996271
O00426,C0297,P051,2024-05-08,4,51.59,0.16,206.36,173.34,Mobile Money,App,Réseaux sociaux,8.0,0,5.0,Indépendant,Port-au-Prince,Accessoire,173.3424,-0.0023999999999944066
O00427,C0221,P022,2024-04-28,4,50.57,0.12,202.28,178.01,Carte,Boutique,Organique,1.0,0,3.0,Professionnel,Paris,Livre,178.0064,0.003599999999977399
O00428,C0098,P059,2025-07-26,4,108.25,0.12,433.0,381.04,Mobile Money,App,Organique,2.0,0,5.0,Professionnel,Port-au-Prince,Cours,381.04,0.0
O00429,C0028,P001,2025-08-09,5,1681.08,0.09,8405.4,7648.91,Carte,Web,Réseaux sociaux,8.0,0,5.0,Professionnel,Santo Domingo,Laptop,7648.914,-0.0039999999999054126
O00430,C0211,P029,2025-01-23,5,26.81,0.11,134.05,119.3,Virement,App,Email,3.0,0,4.0,Professionnel,Port-au-Prince,Livre,119.30450000000002,-0.004500000000021487
O00431,C0199,P060,2024-01-23,3,813.91,0.16,2441.73,2051.05,Carte,Boutique,Organique,6.0,0,5.0,Professionnel,Port-au-Prince,Laptop,2051.0532,-0.0031999999996514816
O00432,C0305,P017,2025-11-05,3,108.73,0.19,326.19,264.21,Cash,Web,Organique,1.0,0,4.0,Professionnel,Port-au-Prince,Logiciel,264.2139,-0.0039000000000442014
O00433,C0451,P033,2024-10-08,4,119.22,0.19,476.88,386.27,Mobile Money,Web,Référencement payant,13.0,0,5.0,Professionnel,Port-au-Prince,Accessoire,386.2728,-0.002800000000036107
O00434,C0351,P027,2025-10-31,5,1016.89,0.11,5084.45,4525.16,Carte,Web,Organique,10.0,0,3.0,Étudiant,Jacmel,Laptop,4525.1605,-0.0005000000001018634
O00435,C0403,P024,2025-09-14,2,133.87,0.16,267.74,224.9,Mobile Money,Boutique,Direct,0.0,0,3.0,Étudiant,Port-au-Prince,Cours,224.9016,-0.001599999999996271
O00436,C0290,P047,2025-08-31,2,122.9,0.06,245.8,231.05,Carte,Boutique,Réseaux sociaux,1.0,0,4.0,Indépendant,Kinshasa,Cours,231.052,-0.001999999999981128
O00437,C0464,P032,2025-05-07,4,756.36,0.02,3025.44,2964.93,Cash,App,Organique,9.0,0,4.0,Entreprise,Paris,Laptop,2964.9312,-0.0012000000001535227
O00438,C0470,P043,2025-04-26,5,119.53,0.05,597.65,567.77,Mobile Money,Web,Partenariat,2.0,0,4.0,Étudiant,Port-au-Prince,Cours,567.7674999999999,0.0025000000000545697
O00439,C0077,P032,2025-01-15,5,756.36,0.08,3781.8,3479.26,Mobile Money,Boutique,Email,9.0,0,4.0,Professionnel,Cap-Haïtien,Laptop,3479.2560000000003,0.0039999999999054126
O00440,C0320,P060,2024-01-18,1,813.91,0.15,813.91,691.82,Mobile Money,Web,Partenariat,14.0,0,4.0,Professionnel,Port-au-Prince,Laptop,691.8235,-0.003499999999917236
O00441,C0253,P029,2024-10-04,5,26.81,0.28,134.05,96.52,Cash,Web,Réseaux sociaux,1.0,0,5.0,Étudiant,Montréal,Livre,96.516,0.003999999999990678
O00442,C0487,P048,2025-06-06,4,74.61,0.06,298.44,280.53,Mobile Money,App,Réseaux sociaux,8.0,0,4.0,Entreprise,Abidjan,Cours,280.5336,-0.0036000000000058208
O00443,C0293,P037,2025-08-03,1,120.19,0.1,120.19,108.17,Mobile Money,App,Email,3.0,0,5.0,Étudiant,Dakar,Cours,108.171,-0.0010000000000047748
O00444,C0008,P049,2025-02-04,1,308.72,0.14,308.72,265.5,Carte,App,Réseaux sociaux,1.0,0,5.0,Étudiant,Paris,Logiciel,265.49920000000003,0.0007999999999697138
O00445,C0105,P054,2025-05-22,2,1341.69,0.04,2683.38,2576.04,Carte,Web,Email,5.0,0,5.0,Entreprise,Port-au-Prince,Laptop,2576.0448,-0.0048000000001593435
O00446,C0065,P014,2024-01-16,5,120.86,0.13,604.3,525.74,Mobile Money,Web,Organique,2.0,0,4.0,Étudiant,Paris,Cours,525.741,-0.0009999999999763531
O00447,C0101,P019,2024-11-30,4,121.48,0.28,485.92,349.86,Mobile Money,Web,Réseaux sociaux,2.0,0,5.0,Professionnel,Unknown,Cours,349.8624,-0.002399999999965985
O00448,C0048,P019,2024-12-29,3,121.48,0.0,364.44,364.44,Virement,Web,Organique,0.0,1,4.0,Professionnel,Unknown,Cours,364.44,0.0
O00449,C0392,P030,2025-09-30,4,408.53,0.14,1634.12,1405.34,Mobile Money,App,Référencement payant,0.0,0,5.0,Professionnel,Montréal,Cloud,1405.3431999999998,-0.0031999999998788553
O00450,C0248,P030,2024-08-10,3,408.53,0.16,1225.59,1029.5,Mobile Money,Web,Réseaux sociaux,3.0,0,4.0,Professionnel,Port-au-Prince,Cloud,1029.4956,0.004400000000032378
O00451,C0336,P001,2024-06-13,5,1681.08,0.12,8405.4,7396.75,Mobile Money,Web,Direct,14.0,0,3.0,Entreprise,Abidjan,Laptop,7396.7519999999995,-0.001999999999497959
O00452,C0500,P054,2024-09-08,1,1341.69,0.08,1341.69,1234.35,Mobile Money,Web,Organique,17.0,0,4.0,Professionnel,Saint-Marc,Laptop,1234.3548,-0.0048000000001593435
O00453,C0324,P052,2024-05-01,2,1932.53,0.14,3865.06,3323.95,Carte,App,Réseaux sociaux,7.0,0,3.0,Indépendant,Paris,Laptop,3323.9516,-0.0016000000000531145
O00454,C0240,P037,2025-02-03,2,120.19,0.08,240.38,221.15,Virement,App,Réseaux sociaux,2.0,0,4.0,Étudiant,Port-au-Prince,Cours,221.1496,0.0004000000000132786
O00455,C0134,P019,2025-04-04,5,121.48,0.14,607.4,522.36,Carte,Web,Référencement payant,0.0,0,3.0,Professionnel,Port-au-Prince,Cours,522.3639999999999,-0.0039999999999054126
O00456,C0378,P050,2025-07-26,3,24.97,0.17,74.91,62.18,Mobile Money,Web,Partenariat,3.0,0,4.0,Entreprise,Dakar,Livre,62.17529999999999,0.00470000000000681
O00457,C0254,P017,2025-11-25,4,108.73,0.26,434.92,321.84,Virement,Boutique,Réseaux sociaux,0.0,0,5.0,Professionnel,Santo Domingo,Logiciel,321.8408,-0.0008000000000265572
O00458,C0379,P019,2024-02-22,5,121.48,0.14,607.4,522.36,Mobile Money,App,Réseaux sociaux,3.0,0,5.0,Étudiant,Montréal,Cours,522.3639999999999,-0.0039999999999054126
O00459,C0012,P060,2024-06-25,1,813.91,0.06,813.91,765.08,Carte,Web,Référencement payant,12.0,0,5.0,Étudiant,Gonaïves,Laptop,765.0754,0.004600000000095861
O00460,C0082,P056,2024-08-03,5,144.68,0.06,723.4,680.0,Mobile Money,Web,Organique,5.0,0,5.0,Professionnel,Cap-Haïtien,Logiciel,679.996,0.004000000000019099
O00461,C0065,P036,2024-06-27,1,130.05,0.07,130.05,120.95,Carte,Boutique,Email,12.0,0,5.0,Étudiant,Paris,Accessoire,120.9465,0.003500000000002501
O00462,C0341,P011,2025-08-14,4,41.85,0.16,167.4,140.62,Carte,App,Référencement payant,5.0,0,4.0,Professionnel,Montréal,Cours,140.61599999999999,0.004000000000019099
O00463,C0260,P008,2024-04-09,4,68.48,0.0,273.92,273.92,Mobile Money,Web,Organique,1.0,0,4.357446808510638,Étudiant,Cap-Haïtien,Logiciel,273.92,0.0
O00464,C0159,P058,2024-01-22,5,222.36,0.24,1111.8,844.97,Virement,Web,Email,2.0,0,4.0,Professionnel,Les Cayes,Cloud,844.968,0.002000000000066393
O00465,C0155,P016,2025-09-07,1,1572.54,0.12,1572.54,1383.84,Carte,Web,Référencement payant,13.0,0,3.0,Étudiant,Gonaïves,Laptop,1383.8352,0.00479999999993197
O00466,C0304,P041,2025-11-18,5,46.48,0.14,232.4,199.86,Cash,Web,Organique,3.0,0,5.0,Professionnel,Port-au-Prince,Livre,199.864,-0.003999999999990678
O00467,C0483,P022,2024-06-10,4,50.57,0.14,202.28,173.96,Mobile Money,Web,Réseaux sociaux,1.0,0,4.0,Professionnel,Paris,Livre,173.9608,-0.0007999999999981355
O00468,C0498,P030,2024-08-25,1,408.53,0.17,408.53,339.08,Virement,Web,Réseaux sociaux,3.0,0,5.0,Entreprise,Port-au-Prince,Cloud,339.07989999999995,0.00010000000003174137
O00469,C0236,P060,2024-12-25,3,813.91,0.02,2441.73,2392.9,Mobile Money,Web,Référencement payant,10.0,0,4.0,Professionnel,Santo Domingo,Laptop,2392.8954,0.004600000000209548
O00470,C0336,P036,2025-01-11,5,130.05,0.12,650.25,572.22,Virement,Web,Email,7.0,0,5.0,Entreprise,Abidjan,Accessoire,572.22,0.0
O00471,C0042,P026,2025-12-09,3,95.37,0.18,286.11,234.61,Virement,Web,Réseaux sociaux,12.0,0,4.0,Entreprise,Saint-Marc,Accessoire,234.61020000000002,-0.0002000000000066393
O00472,C0473,P025,2024-10-15,2,95.45,0.26,190.9,141.27,Cash,Web,Réseaux sociaux,0.0,0,4.0,Étudiant,Abidjan,Cours,141.266,0.004000000000019099
O00473,C0009,P014,2024-01-09,2,120.86,0.23,241.72,186.12,Mobile Money,App,Organique,2.0,0,4.0,Professionnel,Saint-Marc,Cours,186.1244,-0.004400000000003956
O00474,C0172,P034,2024-10-29,3,294.16,0.12,882.48,776.58,Carte,Web,Organique,0.0,0,5.0,Professionnel,Port-au-Prince,Logiciel,776.5824,-0.002399999999965985
O00475,C0363,P035,2025-02-01,5,52.24,0.16,261.2,219.41,Carte,App,Organique,0.0,0,4.0,Indépendant,Santo Domingo,Livre,219.408,0.0020000000000095497
O00476,C0485,P006,2025-01-04,4,75.23,0.14,300.92,258.79,Mobile Money,Boutique,Organique,5.0,0,5.0,Professionnel,Saint-Marc,Accessoire,258.7912,-0.0011999999999829924
O00477,C0086,P025,2025-01-01,4,95.45,0.08,381.8,351.26,Carte,Boutique,Organique,1.0,0,4.357446808510638,Étudiant,Jacmel,Cours,351.25600000000003,0.003999999999962256
O00478,C0331,P039,2025-10-21,4,179.66,0.29,718.64,510.23,Cash,Web,Email,2.0,0,4.0,Étudiant,Port-au-Prince,Cours,510.23439999999994,-0.004399999999918691
O00479,C0094,P004,2025-07-31,4,91.27,0.12,365.08,321.27,Carte,Web,Email,12.0,0,4.0,Professionnel,Les Cayes,Accessoire,321.2704,-0.0004000000000132786
O00480,C0026,P059,2024-06-28,3,108.25,0.12,324.75,285.78,Virement,App,Organique,2.0,0,3.0,Professionnel,Port-au-Prince,Cours,285.78000000000003,-5.684341886080802e-14
O00481,C0212,P052,2024-09-11,4,1932.53,0.2,7730.12,6184.1,Mobile Money,Web,Email,4.0,0,4.0,Indépendant,Hinche,Laptop,6184.0960000000005,0.0039999999999054126
O00482,C0289,P039,2025-04-22,2,179.66,0.12,359.32,316.2,Virement,Web,Organique,3.0,0,5.0,Étudiant,Paris,Cours,316.2016,-0.001599999999996271
O00483,C0133,P001,2024-10-20,3,1681.08,0.25,5043.24,3782.43,Cash,Web,Réseaux sociaux,12.0,0,4.0,Étudiant,Cap-Haïtien,Laptop,3782.43,0.0
O00484,C0487,P032,2024-11-02,2,756.36,0.12,1512.72,1331.19,Mobile Money,App,Direct,11.0,0,4.0,Entreprise,Abidjan,Laptop,1331.1936,-0.0036000000000058208
O00485,C0309,P054,2024-04-30,5,1341.69,0.09,6708.45,6104.69,Mobile Money,App,Email,11.0,0,4.0,Étudiant,Paris,Laptop,6104.6895,0.0004999999991923687
O00486,C0220,P002,2024-06-30,4,1058.14,0.09,4232.56,3851.63,Carte,Web,Organique,11.0,0,4.357446808510638,Étudiant,Port-au-Prince,Laptop,3851.6296000000007,0.00039999999944484443
O00487,C0243,P048,2025-06-13,3,74.61,0.06,223.83,210.4,Virement,Boutique,Réseaux sociaux,3.0,0,5.0,Professionnel,Santo Domingo,Cours,210.4002,-0.0002000000000066393
O00488,C0233,P051,2025-08-25,3,51.59,0.08,154.77,142.39,Virement,App,Référencement payant,12.0,0,4.0,Professionnel,Gonaïves,Accessoire,142.38840000000002,0.0015999999999678494
O00489,C0056,P005,2025-07-15,3,1123.49,0.14,3370.47,2898.6,Carte,Web,Organique,3.0,0,5.0,Professionnel,Cap-Haïtien,Laptop,2898.6041999999998,-0.0041999999998552084
O00490,C0304,P014,2024-08-08,4,120.86,0.07,483.44,449.6,Carte,Web,Direct,2.0,0,5.0,Professionnel,Port-au-Prince,Cours,449.5992,0.0008000000000265572
O00491,C0393,P044,2024-04-07,2,238.63,0.0,477.26,477.26,Mobile Money,Web,Réseaux sociaux,2.0,0,4.0,Professionnel,Port-au-Prince,Logiciel,477.26,0.0
O00492,C0211,P055,2024-04-24,5,1771.15,0.05,8855.75,8412.96,Carte,Boutique,Organique,6.0,0,5.0,Professionnel,Port-au-Prince,Laptop,8412.9625,-0.002500000000509317
O00493,C0213,P047,2024-10-08,2,122.9,0.15,245.8,208.93,Virement,App,Email,3.0,0,4.0,Étudiant,Port-au-Prince,Cours,208.93,0.0
O00494,C0456,P032,2025-01-05,1,756.36,0.08,756.36,695.85,Carte,App,Référencement payant,3.0,0,5.0,Entreprise,Cap-Haïtien,Laptop,695.8512000000001,-0.0012000000000398359
O00495,C0306,P037,2025-09-30,4,120.19,0.19,480.76,389.42,Cash,App,Réseaux sociaux,3.0,0,5.0,Indépendant,Montréal,Cours,389.41560000000004,0.004399999999975535
O00496,C0149,P032,2025-10-04,4,756.36,0.09,3025.44,2753.15,Cash,Web,Direct,7.0,0,5.0,Indépendant,Abidjan,Laptop,2753.1504,-0.0003999999998995918
O00497,C0002,P035,2024-01-02,2,52.24,0.04,104.48,100.3,Virement,Boutique,Direct,0.0,0,4.0,Professionnel,Gonaïves,Livre,100.3008,-0.0007999999999981355
O00498,C0412,P047,2025-05-20,4,122.9,0.0,491.6,491.6,Mobile Money,Boutique,Organique,1.0,0,4.0,Indépendant,Santo Domingo,Cours,491.6,0.0
O00499,C0314,P003,2024-08-01,4,40.16,0.03,160.64,155.82,Carte,App,Organique,0.0,0,4.0,Professionnel,Hinche,Livre,155.8208,-0.0007999999999981355
O00500,C0314,P013,2024-05-21,4,61.14,0.15,244.56,207.88,Virement,Web,Réseaux sociaux,7.0,0,5.0,Professionnel,Hinche,Livre,207.876,0.003999999999990678
O00501,C0142,P004,2025-01-31,5,91.27,0.05,456.35,433.53,Mobile Money,Web,Email,3.0,0,5.0,Indépendant,Paris,Accessoire,433.5325,-0.0025000000000545697
O00502,C0094,P048,2024-01-25,5,74.61,0.21,373.05,294.71,Cash,Web,Email,3.0,1,4.0,Professionnel,Les Cayes,Cours,294.70950000000005,0.0004999999999313332
O00503,C0248,P044,2024-08-26,3,238.63,0.15,715.89,608.51,Carte,Web,Organique,1.0,0,5.0,Professionnel,Port-au-Prince,Logiciel,608.5065,0.003500000000030923
O00504,C0379,P004,2025-01-29,2,91.27,0.14,182.54,156.98,Carte,App,Direct,10.0,0,5.0,Étudiant,Montréal,Accessoire,156.9844,-0.004400000000003956
O00505,C0149,P007,2024-07-13,1,308.43,0.01,308.43,305.35,Cash,App,Réseaux sociaux,0.0,0,4.0,Indépendant,Abidjan,Logiciel,305.3457,0.004300000000000637
O00506,C0264,P016,2025-02-28,3,1572.54,0.14,4717.62,4057.15,Virement,Boutique,Partenariat,5.0,0,5.0,Étudiant,Port-au-Prince,Laptop,4057.1531999999997,-0.0031999999996514816
O00507,C0499,P015,2024-11-24,4,215.62,0.09,862.48,784.86,Carte,Web,Partenariat,2.0,0,5.0,Indépendant,Paris,Cloud,784.8568,0.003199999999992542
O00508,C0110,P032,2025-07-25,4,756.36,0.04,3025.44,2904.42,Mobile Money,Web,Organique,4.0,1,5.0,Professionnel,Gonaïves,Laptop,2904.4224,-0.002399999999852298
O00509,C0116,P030,2024-05-09,1,408.53,0.17,408.53,339.08,Carte,Web,Organique,5.0,0,4.0,Étudiant,Santo Domingo,Cloud,339.07989999999995,0.00010000000003174137
O00510,C0118,P022,2024-02-10,4,50.57,0.07,202.28,188.12,Mobile Money,Boutique,Organique,3.0,0,5.0,Indépendant,Dakar,Livre,188.1204,-0.0003999999999848569
O00511,C0457,P010,2025-01-13,4,28.28,0.25,113.12,84.84,Carte,App,Direct,0.0,0,4.357446808510638,Étudiant,Paris,Livre,84.84,0.0
O00512,C0265,P039,2024-07-02,4,179.66,0.11,718.64,639.59,Carte,Web,Réseaux sociaux,3.0,0,4.0,Entreprise,Les Cayes,Cours,639.5896,0.0004000000000132786
O00513,C0459,P048,2025-05-20,3,74.61,0.09,223.83,203.69,Carte,App,Partenariat,3.0,0,4.0,Professionnel,Gonaïves,Cours,203.6853,0.0046999999999854936
O00514,C0474,P039,2024-03-07,1,179.66,0.03,179.66,174.27,Carte,App,Réseaux sociaux,7.0,0,4.357446808510638,Professionnel,Santo Domingo,Cours,174.2702,-0.0001999999999782176
O00515,C0211,P049,2025-02-15,3,308.72,0.16,926.16,777.97,Mobile Money,Web,Réseaux sociaux,0.0,0,4.0,Professionnel,Port-au-Prince,Logiciel,777.9744,-0.004399999999918691
O00516,C0028,P055,2025-12-08,4,1771.15,0.1,7084.6,6376.14,Carte,Web,Direct,3.0,0,4.0,Professionnel,Santo Domingo,Laptop,6376.14,0.0
O00517,C0153,P051,2024-03-07,3,51.59,0.0,154.77,154.77,Mobile Money,Web,Réseaux sociaux,2.0,0,5.0,Professionnel,Gonaïves,Accessoire,154.77,0.0
O00518,C0272,P040,2024-08-03,3,141.14,0.0,423.42,423.42,Mobile Money,Web,Référencement payant,3.0,0,4.0,Professionnel,Cap-Haïtien,Cloud,423.42,0.0
O00519,C0191,P003,2025-08-26,3,40.16,0.14,120.48,103.61,Mobile Money,App,Réseaux sociaux,3.0,1,5.0,Professionnel,Saint-Marc,Livre,103.61280000000001,-0.0028000000000076852
O00520,C0002,P021,2025-01-16,3,151.84,0.14,455.52,391.75,Mobile Money,Web,Organique,3.0,0,5.0,Professionnel,Gonaïves,Cours,391.74719999999996,0.002800000000036107
O00521,C0495,P026,2024-05-05,2,95.37,0.11,190.74,169.76,Carte,App,Organique,5.0,0,5.0,Étudiant,Port-au-Prince,Accessoire,169.7586,0.0013999999999896318
O00522,C0152,P043,2024-06-01,4,119.53,0.12,478.12,420.75,Carte,App,Organique,2.0,0,5.0,Professionnel,Unknown,Cours,420.7456,0.004399999999975535
O00523,C0310,P051,2025-06-30,2,51.59,0.05,103.18,98.02,Virement,Web,Référencement payant,12.0,0,4.0,Professionnel,Paris,Accessoire,98.021,-0.0010000000000047748
O00524,C0474,P039,2025-09-07,3,179.66,0.23,538.98,415.01,Virement,Boutique,Réseaux sociaux,4.0,0,4.0,Professionnel,Santo Domingo,Cours,415.01460000000003,-0.004600000000039017
O00525,C0273,P022,2024-09-14,3,50.57,0.23,151.71,116.82,Cash,Web,Réseaux sociaux,6.0,0,4.0,Indépendant,Port-au-Prince,Livre,116.81670000000001,0.003299999999981651
O00526,C0348,P048,2024-12-04,4,74.61,0.17,298.44,247.71,Cash,App,Organique,2.0,0,5.0,Étudiant,Kinshasa,Cours,247.7052,0.004800000000017235
O00527,C0018,P042,2025-07-13,5,68.31,0.15,341.55,290.32,Mobile Money,Web,Email,3.0,0,5.0,Indépendant,Les Cayes,Cloud,290.3175,0.0024999999999977263
O00528,C0349,P048,2024-05-06,4,74.61,0.05,298.44,283.52,Virement,App,Partenariat,6.0,0,5.0,Étudiant,Port-au-Prince,Cours,283.518,0.0020000000000095497
O00529,C0424,P036,2024-05-27,1,130.05,0.1,130.05,117.05,Mobile Money,Web,Email,4.0,0,4.0,Professionnel,Mirebalais,Accessoire,117.04500000000002,0.004999999999981242
O00530,C0460,P039,2025-07-07,4,179.66,0.09,718.64,653.96,Mobile Money,Web,Direct,0.0,0,4.0,Étudiant,Abidjan,Cours,653.9624,-0.002399999999965985
O00531,C0042,P021,2024-05-13,2,151.84,0.17,303.68,252.05,Cash,Web,Organique,3.0,0,5.0,Entreprise,Saint-Marc,Cours,252.0544,-0.004399999999975535
O00532,C0115,P024,2025-07-05,1,133.87,0.07,133.87,124.5,Mobile Money,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Cours,124.4991,0.0009000000000014552
O00533,C0024,P017,2024-12-21,1,108.73,0.1,108.73,97.86,Carte,App,Réseaux sociaux,0.0,0,5.0,Indépendant,Cap-Haïtien,Logiciel,97.857,0.0030000000000001137
O00534,C0459,P016,2025-12-08,5,1572.54,0.17,7862.7,6526.04,Carte,App,Organique,9.0,0,5.0,Professionnel,Gonaïves,Laptop,6526.040999999999,-0.0009999999992942321
O00535,C0138,P040,2024-01-24,3,141.14,0.19,423.42,342.97,Carte,Web,Référencement payant,0.0,0,5.0,Entreprise,Paris,Cloud,342.97020000000003,-0.0002000000000066393
O00536,C0266,P024,2025-11-07,2,133.87,0.13,267.74,232.93,Carte,App,Référencement payant,1.0,0,4.0,Indépendant,Montréal,Cours,232.93380000000002,-0.00380000000001246
O00537,C0238,P009,2024-06-10,1,157.91,0.02,157.91,154.75,Virement,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Cours,154.7518,-0.0018000000000029104
O00538,C0345,P003,2024-01-26,4,40.16,0.08,160.64,147.79,Mobile Money,Web,Direct,3.0,0,5.0,Indépendant,Unknown,Livre,147.78879999999998,0.0012000000000114142
O00539,C0448,P052,2025-06-01,4,1932.53,0.07,7730.12,7189.01,Carte,Web,Organique,3.0,0,4.0,Indépendant,Fort-Liberté,Laptop,7189.0116,-0.0015999999995983671
O00540,C0162,P027,2025-01-15,2,1016.89,0.22,2033.78,1586.35,Mobile Money,Web,Référencement payant,12.0,0,3.0,Entreprise,Port-au-Prince,Laptop,1586.3484,0.0015999999998257408
O00541,C0396,P035,2025-08-21,1,52.24,0.07,52.24,48.58,Carte,App,Réseaux sociaux,6.0,0,5.0,Indépendant,Paris,Livre,48.5832,-0.0031999999999996476
O00542,C0146,P055,2024-03-18,2,1771.15,0.02,3542.3,3471.45,Mobile Money,Web,Email,12.0,0,5.0,Professionnel,Saint-Marc,Laptop,3471.454,-0.00400000000036016
O00543,C0099,P007,2024-02-27,4,308.43,0.15,1233.72,1048.66,Carte,Web,Organique,0.0,0,4.0,Indépendant,Cap-Haïtien,Logiciel,1048.662,-0.0019999999999527063
O00544,C0054,P057,2025-02-09,1,55.74,0.15,55.74,47.38,Mobile Money,Boutique,Direct,0.0,0,3.0,Entreprise,Cap-Haïtien,Cours,47.379,0.0010000000000047748
O00545,C0187,P043,2025-09-22,2,119.53,0.17,239.06,198.42,Mobile Money,App,Direct,0.0,0,4.0,Étudiant,Gonaïves,Cours,198.41979999999998,0.0002000000000066393
O00546,C0281,P039,2024-10-17,1,179.66,0.25,179.66,134.74,Mobile Money,Web,Réseaux sociaux,3.0,0,5.0,Étudiant,Gonaïves,Cours,134.745,-0.0049999999999954525
O00547,C0391,P026,2025-07-24,3,95.37,0.05,286.11,271.8,Mobile Money,Boutique,Réseaux sociaux,12.0,0,4.0,Étudiant,Jérémie,Accessoire,271.8045,-0.004500000000007276
O00548,C0425,P043,2025-10-09,1,119.53,0.23,119.53,92.04,Carte,Web,Email,3.0,0,4.0,Entreprise,Jacmel,Cours,92.0381,0.00190000000000623
O00549,C0264,P013,2025-09-13,1,61.14,0.21,61.14,48.3,Mobile Money,App,Email,0.0,0,5.0,Étudiant,Port-au-Prince,Livre,48.3006,-0.0006000000000057071
O00550,C0205,P019,2024-12-29,1,121.48,0.04,121.48,116.62,Carte,Web,Email,2.0,0,4.0,Étudiant,Jacmel,Cours,116.6208,-0.0007999999999981355
O00551,C0088,P058,2025-05-14,4,222.36,0.17,889.44,738.24,Mobile Money,Web,Email,3.0,0,4.0,Étudiant,Santo Domingo,Cloud,738.2352,0.004800000000045657
O00552,C0458,P017,2025-01-10,3,108.73,0.19,326.19,264.21,Mobile Money,Boutique,Partenariat,5.0,0,4.0,Étudiant,Port-au-Prince,Logiciel,264.2139,-0.0039000000000442014
O00553,C0199,P044,2025-04-27,5,238.63,0.04,1193.15,1145.42,Mobile Money,Web,Email,1.0,0,5.0,Professionnel,Port-au-Prince,Logiciel,1145.424,-0.0039999999999054126
O00554,C0383,P056,2025-02-09,2,144.68,0.02,289.36,283.57,Virement,App,Organique,5.0,0,4.0,Entreprise,Port-au-Prince,Logiciel,283.57280000000003,-0.002800000000036107
O00555,C0313,P036,2025-01-10,2,130.05,0.1,260.1,234.09,Carte,Web,Direct,3.0,0,5.0,Étudiant,Port-au-Prince,Accessoire,234.09000000000003,-2.842170943040401e-14
O00556,C0466,P018,2024-11-08,2,52.97,0.23,105.94,81.57,Virement,Web,Organique,3.0,0,4.0,Étudiant,Paris,Cours,81.5738,-0.00380000000001246
O00557,C0487,P051,2025-04-11,5,51.59,0.05,257.95,245.05,Carte,Boutique,Organique,3.0,0,4.0,Entreprise,Abidjan,Accessoire,245.05249999999998,-0.0024999999999693046
O00558,C0354,P050,2025-06-21,3,24.97,0.03,74.91,72.66,Mobile Money,Web,Direct,3.0,0,5.0,Professionnel,Unknown,Livre,72.6627,-0.0027000000000043656
O00559,C0331,P033,2025-10-19,2,119.22,0.18,238.44,195.52,Virement,App,Organique,12.0,0,4.357446808510638,Étudiant,Port-au-Prince,Accessoire,195.5208,-0.0007999999999981355
O00560,C0069,P007,2025-03-14,4,308.43,0.06,1233.72,1159.7,Mobile Money,App,Organique,2.0,0,4.0,Entreprise,Cap-Haïtien,Logiciel,1159.6968,0.003200000000106229
O00561,C0009,P027,2024-03-12,3,1016.89,0.18,3050.67,2501.55,Virement,Web,Email,6.0,0,4.0,Professionnel,Saint-Marc,Laptop,2501.5494000000003,0.0005999999998493877
O00562,C0274,P026,2025-02-24,1,95.37,0.06,95.37,89.65,Virement,Web,Partenariat,8.0,0,4.0,Indépendant,Les Cayes,Accessoire,89.6478,0.002200000000001978
O00563,C0353,P012,2024-08-13,4,74.3,0.09,297.2,270.45,Carte,Web,Organique,0.0,1,5.0,Étudiant,Port-au-Prince,Livre,270.452,-0.0020000000000095497
